规格书编号,客户名称,产品,客户特征,参数编号,参数名称,参数类别,单位,客户要求值,内部基线值,是否存在差异,差异方向,差异说明
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,OPT-06,近光截止线水平偏移,光学性能,°,0.5,0.5,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,OPT-07,色温范围,光学性能,K,4500-6000,5500-6500,是,不同,客户要求4500-6000K宽范围，内部5500-6500K
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,OPT-08,日行灯亮度,光学性能,cd,300,300,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,OPT-09,转向灯亮度,光学性能,cd,150,150,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,OPT-10,光型均匀度,光学性能,%,75,75,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,ELE-01,额定工作电压,电气性能,V,12,12,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,ELE-02,工作电压范围,电气性能,V,9-16,9-16,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,ELE-03,近光功耗,电气性能,W,50,35,是,低于,客户要求近光≤50W（高性能），高于内部35W上限
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,ELE-04,远光功耗,电气性能,W,75,55,是,低于,客户要求远光≤75W，高于内部55W上限
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,ELE-05,待机功耗,电气性能,mA,2,2,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,ELE-06,浪涌电流,电气性能,A,15,15,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,ELE-07,CAN通信速率,电气性能,kbps,500,500,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,ELE-08,LIN通信速率,电气性能,kbps,19.2,19.2,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,ENV-01,最低工作温度,环境耐久,°C,-40,-40,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,ENV-02,最高工作温度,环境耐久,°C,110,85,是,高于,客户要求110°C（机舱温度极高），内部仅85°C
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,ENV-03,存储温度下限,环境耐久,°C,-40,-40,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,ENV-04,存储温度上限,环境耐久,°C,105,105,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,ENV-05,防护等级,环境耐久,IP等级,IP67,IP67,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,ENV-06,盐雾试验,环境耐久,h,720,720,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,ENV-07,高温高湿试验,环境耐久,h,1000,1000,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,ENV-08,温度循环次数,环境耐久,次,800,500,是,高于,客户要求800次温循，内部500次
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,ENV-09,耐振动(随机),环境耐久,Grms,5.0,5.0,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,ENV-10,紫外线老化,环境耐久,h,2000,2000,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,MEC-01,灯罩冲击强度,机械性能,J,15,15,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,MEC-02,壳体弯曲刚度,机械性能,N/mm,80,50,是,高于,客户要求80N/mm刚度，内部50N/mm
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,MEC-03,安装点拔出力,机械性能,N,300,300,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,MEC-04,连接器插拔力,机械性能,N,80,80,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,MEC-05,调节电机寿命,机械性能,万次,5,5,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,MEC-06,整灯重量上限,机械性能,kg,2.0,3.5,是,高于,客户要求≤2.0kg极致轻量，内部3.5kg
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,MEC-07,跌落试验高度,机械性能,cm,60,60,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,MEC-08,紧固件扭矩,机械性能,N·m,8,8,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,EMC-01,静电放电(接触),EMC电磁兼容,kV,±6,±4,是,高于,客户要求±6kV接触，内部±4kV
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,EMC-02,静电放电(空气),EMC电磁兼容,kV,±8,±8,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,EMC-03,传导骚扰限值,EMC电磁兼容,等级,Class 3,Class 3,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,EMC-04,辐射骚扰限值,EMC电磁兼容,等级,Class 3,Class 3,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,EMC-05,电源瞬态抗扰度,EMC电磁兼容,等级,Level 3,Level 3,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,REG-01,中国CCC认证,法规认证,要求,必须,必须,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,REG-02,欧洲ECE R149,法规认证,要求,必须,必须,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,REG-03,美国SAE J1383,法规认证,要求,可选,可选,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,REG-04,功能安全ASIL等级,法规认证,等级,ASIL D,ASIL B,是,高于,客户要求ASIL D，内部ASIL B
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,REG-05,网络安全要求,法规认证,要求,ISO 21434,ISO 21434,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,REL-01,设计寿命,可靠性,h,10000,10000,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,REL-02,LED光衰标准(L70),可靠性,h,12000,8000,是,高于,客户要求L70达12000h，内部8000h
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,REL-03,PCBA MTBF,可靠性,h,50000,50000,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,REL-04,调光电机耐久,可靠性,万次,10,10,否,一致,
SPEC-009,某高端超跑品牌（项目代号S1）,前大灯总成（激光远光+LED近光）,超跑品牌，极端光学性能和工作温度要求,REL-05,整车质保期,可靠性,年,3,3,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,OPT-01,近光光通量,光学性能,lm,1400,1200,是,高于,客户要求1400lm，内部1200lm
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,OPT-02,远光光通量,光学性能,lm,2000,1800,是,高于,客户要求2000lm，内部1800lm
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,OPT-03,近光中心照度,光学性能,lx@25m,45,45,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,OPT-04,远光中心照度,光学性能,lx@25m,120,120,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,OPT-05,近光截止线清晰度,光学性能,%,85,85,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,OPT-06,近光截止线水平偏移,光学性能,°,0.5,0.5,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,OPT-07,色温范围,光学性能,K,5500-6500,5500-6500,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,OPT-08,日行灯亮度,光学性能,cd,300,300,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,OPT-09,转向灯亮度,光学性能,cd,150,150,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,OPT-10,光型均匀度,光学性能,%,75,75,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,ELE-01,额定工作电压,电气性能,V,12,12,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,ELE-02,工作电压范围,电气性能,V,9-16,9-16,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,ELE-03,近光功耗,电气性能,W,40,35,是,低于,客户要求近光≤40W（SUV功率余量大），高于内部35W
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,ELE-04,远光功耗,电气性能,W,55,55,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,ELE-05,待机功耗,电气性能,mA,2,2,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,ELE-06,浪涌电流,电气性能,A,15,15,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,ELE-07,CAN通信速率,电气性能,kbps,500,500,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,ELE-08,LIN通信速率,电气性能,kbps,19.2,19.2,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,ENV-01,最低工作温度,环境耐久,°C,-40,-40,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,ENV-02,最高工作温度,环境耐久,°C,85,85,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,ENV-03,存储温度下限,环境耐久,°C,-40,-40,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,ENV-04,存储温度上限,环境耐久,°C,105,105,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,ENV-05,防护等级,环境耐久,IP等级,IP67,IP67,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,ENV-06,盐雾试验,环境耐久,h,800,720,是,高于,客户要求800h盐雾，内部720h
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,ENV-07,高温高湿试验,环境耐久,h,1000,1000,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,ENV-08,温度循环次数,环境耐久,次,500,500,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,ENV-09,耐振动(随机),环境耐久,Grms,6.0,5.0,是,高于,SUV振动要求6Grms，内部5Grms
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,ENV-10,紫外线老化,环境耐久,h,2000,2000,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,MEC-01,灯罩冲击强度,机械性能,J,15,15,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,MEC-02,壳体弯曲刚度,机械性能,N/mm,50,50,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,MEC-03,安装点拔出力,机械性能,N,400,300,是,高于,客户要求400N拔出力，内部300N
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,MEC-04,连接器插拔力,机械性能,N,80,80,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,MEC-05,调节电机寿命,机械性能,万次,5,5,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,MEC-06,整灯重量上限,机械性能,kg,4.5,3.5,是,低于,SUV允许≤4.5kg，高于内部3.5kg
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,MEC-07,跌落试验高度,机械性能,cm,80,60,是,高于,客户要求80cm跌落，内部60cm
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,MEC-08,紧固件扭矩,机械性能,N·m,8,8,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,EMC-01,静电放电(接触),EMC电磁兼容,kV,±4,±4,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,EMC-02,静电放电(空气),EMC电磁兼容,kV,±8,±8,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,EMC-03,传导骚扰限值,EMC电磁兼容,等级,Class 3,Class 3,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,EMC-04,辐射骚扰限值,EMC电磁兼容,等级,Class 3,Class 3,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,EMC-05,电源瞬态抗扰度,EMC电磁兼容,等级,Level 3,Level 3,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,REG-01,中国CCC认证,法规认证,要求,必须,必须,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,REG-02,欧洲ECE R149,法规认证,要求,必须,必须,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,REG-03,美国SAE J1383,法规认证,要求,可选,可选,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,REG-04,功能安全ASIL等级,法规认证,等级,ASIL B,ASIL B,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,REG-05,网络安全要求,法规认证,要求,ISO 21434 Level 2,ISO 21434,是,低于,客户仅要求Level 2
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,REL-01,设计寿命,可靠性,h,10000,10000,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,REL-02,LED光衰标准(L70),可靠性,h,8000,8000,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,REL-03,PCBA MTBF,可靠性,h,50000,50000,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,REL-04,调光电机耐久,可靠性,万次,10,10,否,一致,
SPEC-010,某自主品牌SUV（项目代号F1）,前大灯总成（全LED自适应）,国产SUV品牌，对整灯重量和尺寸有特殊要求,REL-05,整车质保期,可靠性,年,5,3,是,高于,客户要求5年质保，内部3年
